qnumq;sexe;aget;matrim;pratique;enf;activite;prof;dipl;vote;habitat;localite;revenu;region;K1
2782;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;inactif;Bac;ecolo_non;collectif;GV;rev3;Bretagne;des trucs verts, de la verdure
3295;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;individuel;Rurv;rev2;Jura_Alpes;brouillard, vaches, tracteurs
1880;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;TGV;rev4;Nord;le cadre de vie, l'emplacement, le décor, la qualité de vie, les gens
5254;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Rurv;rev4;S_Ouest;qualité de vie
671;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;collectif;Ville;rev3;Seine;nature
5416;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;individuel;Bourg;rev3;Nord;nature
4154;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Rurv;rev3;Bretagne;pollution, air, sol, espace vert
733;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Bourg;rev3;Mediterrannée;verdure, animaux, forêt
5223;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev3;S_Ouest;espace vert, oxygène
5398;homme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev1;Nord;tranquillité
3094;femme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Bourg;rev3;Mediterrannée;ma maison, mon jardin, mes animaux, le village où j'habite
3424;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;NOdip;ecolo_oui;individuel;Rural;rev2;Jura_Alpes;les arbres, les oiseaux, les animaux sauvages
2887;femme;60ans+;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Ville;rev4;Seine;cadre de vie agréable, verdure, nature, oiseaux, copains, animaux
2421;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;ouvrier;Bac;ecolo_non;individuel;PGV;rev2;S_Ouest;ce qui entoure le lieu d'habitation ou de travail
4467;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_oui;individuel;Rurv;rev3;Bretagne;nature
3521;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;rev3;Jura_Alpes;idée de nature, cadre de vie, paysages, écologie
2828;femme;40-49ans;Seul;Relig_occas;avecEnfant;actif;commerc;prof;ecolo_non;individuel;GV;rev3;S_BassinParis;nature, respirer
1815;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Ville;rev2;Nord;tout ce qui est autour de nous
4031;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Cep;ecolo_oui;individuel;Rurv;rev3;Bretagne;c'est là où on vit
4196;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;Cep;ecolo_oui;individuel;Bourg;rev3;Bretagne;les espaces verts, le bruit, voisinage
4200;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Bourg;rev4;Bretagne;un certain esthétisme, une pollution relative, allergie à l'écologie intégriste
4365;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Bac;ecolo_oui;individuel;Bourg;rev4;Bretagne;c'est beaucoup de chose, c'est un secteur qui m'intéresse beaucoup, cela conditionne mon existence et mes choix
104;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;TGV;rev4;Seine;la couleur verte
1977;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Ville;rev4;Nord;la nature, le calme, la sérénité, le ressourcement
2331;femme;50-59ans;Seul;Relig_regul;avecEnfant;actif;employe;Be;ecolo_non;collectif;TGV;rev2;S_Ouest;espaces verts, promenade, air pur, beauté du paysage
3377;femme;60ans+;Seul;Relig_occas;sansEnfant;actif;enseig_etud;prof;ecolo_oui;individuel;Rurv;rev3;Jura_Alpes;nature, air, paysage
4555;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;agricult;Cep;ecolo_non;individuel;Bourg;rev2;Bretagne;la nature, la pollution
2962;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;NOdip;ecolo_oui;individuel;Ville;rev2;S_BassinParis;la nature, la pollution
3133;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Supérieur;ecolo_oui;individuel;Bourg;rev2;Mediterrannée;plaisir de vivre
4836;femme;40-49ans;Seul;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rurv;rev3;Seine;qualité, vigilance, la nature, propreté
895;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Supérieur;ecolo_oui;collectif;GV;rev3;Mediterrannée;écologie, espace vert, pollution, nature
2816;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Bac;ecolo_oui;collectif;GV;rev3;S_BassinParis;cadre de vie, qualité de vie
1887;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;TGV;rev4;Nord;qualité de la vie, lutte contre les nuisances, choix politique
5556;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev3;Nord;nature, bien être
449;femme;40-49ans;En_couple;Relig_occas;avecEnfant;chomeur;inactif;Supérieur;ecolo_non;collectif;PTGV;rev3;Seine;l'habitat
476;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;collectif;PTGV;rev3;Seine;nature
4904;homme;50-59ans;Seul;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rurv;rev3;Seine;tout ce qui est autour de nous
380;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;TGV;rev4;Seine;ce qui est autour
157;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_non;individuel;Ville;rev3;Seine;calme, verdure
3869;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;rev4;Nord;les espaces verts, immeubles, tout ce qui m'entoure
2143;homme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Bac;ecolo_oui;collectif;GV;rev2;Seine;ce qui m'entoure, l'air
1955;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;enseig_etud;prof;ecolo_non;individuel;Ville;rev3;Nord;décor, flore
2121;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;NOdip;ecolo_oui;individuel;Ville;rev3;Seine;autour du logement
5534;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev3;Nord;la nature qui m'entoure
261;femme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;employe;NOdip;ecolo_oui;individuel;Ville;rev3;Seine;lieu de vie, embellir, calme, verdure
5074;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Rural;rev3;S_Ouest;cadre de vie
5677;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Supérieur;ecolo_non;individuel;Bourg;rev2;Centre;nature, espace de vie
4802;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Be;ecolo_oui;individuel;Bourg;rev3;Seine;habitation, région
966;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;TGV;rev4;Mediterrannée;verdure, les jardins, la mer
3414;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;tout ce qui nous entoure, la propreté estérieure, la sympatie des gens
2027;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Rural;rev3;S_Ouest;la nature
5912;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev1;S_BassinParis;la nature, le calme, l'air pur
1766;femme;30-39ans;Seul;Relig_regul;sansEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;PGV;rev3;Nord;état de bien être par rapport à la santé et au psychique, hygiène de vie et au sens propre
1636;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;ouvrier;Cep;ecolo_non;collectif;Ville;rev2;Nord;vivre avec les voisins
3048;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;Bourg;rev3;Seine;nature, espace libre, beauté, vie au calme
5508;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev4;Nord;écologie, nature
4340;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Bourg;rev3;Bretagne;ce qui se passe autour de moi
1072;femme;60ans+;En_couple;Relig_regul;avecEnfant;actif;employe;Supérieur;ecolo_non;collectif;GV;rev3;Mediterrannée;nature, du vert, protection, écologie
253;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Ville;rev4;Seine;les arbres, les fleurs, un cadre agréable, la paix, pas de bruit
4579;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;RevNSP;Bretagne;la nature
2072;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;NOdip;ecolo_oui;individuel;Bourg;rev3;Seine;c'est la région, les voisins, tout ce qui est alentour
3724;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_oui;individuel;Rural;RevNSP;Mediterrannée;nature et la façon dont on la trace
114;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_oui;collectif;TGV;rev2;Seine;le lieu où on vit tous les jours, la qualité de vie
789;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_oui;collectif;Ville;rev3;Mediterrannée;quelque chose d'agréable autour de l'endroit où on habite
1537;femme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_oui;individuel;Bourg;rev2;Nord;la nature
5305;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;Cep;ecolo_oui;individuel;Rural;rev2;S_Ouest;nature, l'air pur
2222;homme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev3;S_Ouest;le bord de mer, la nature
391;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;employe;prof;ecolo_oui;collectif;PTGV;rev2;Seine;pollution, paysage, magasins
3989;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rurv;rev2;Bretagne;ce qui m'entoure
2439;homme;20-29ans;Seul;Relig_regul;sansEnfant;inactif;enseig_etud;Bac;ecolo_oui;individuel;Ville;RevNSP;S_Ouest;pollution, nature, propreté
3865;homme;40-49ans;Seul;Relig_occas;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Bourg;rev2;Nord;protection de la nature et de la faune
1022;femme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;employe;Bac;ecolo_oui;individuel;Ville;rev4;Mediterrannée;verdure, voitures, mer, forêt
4215;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_non;individuel;Rural;RevNSP;Bretagne;la nature, les fleurs, les arbres
4251;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Be;ecolo_non;individuel;Bourg;rev3;Bretagne;c'est tout ce qui vit autour de nous
1312;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;inactif;Supérieur;ecolo_non;individuel;Ville;rev1;Jura_Alpes;ce qu'il y a autour de soi
4257;femme;40-49ans;En_couple;Relig_regul;avecEnfant;inactif;inactif;prof;ecolo_non;individuel;Rurv;rev2;Bretagne;le mode de vie
4143;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rural;rev3;Bretagne;autour de la maison
3968;femme;40-49ans;En_couple;Relig_regul;avecEnfant;inactif;retraite;Bac;ecolo_oui;individuel;Rural;rev3;Bretagne;le calme, la campagne, la nature
1671;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Ville;rev2;Nord;la nature, le bon air, être bien, les voisins
1038;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Cep;ecolo_non;collectif;PGV;rev3;Mediterrannée;endroit
1377;femme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;Bac;ecolo_oui;collectif;GV;rev2;Jura_Alpes;la vie
438;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;PTGV;rev4;Seine;respect de la nature et des gens
2318;homme;20-29ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;prof;ecolo_oui;collectif;TGV;rev2;S_Ouest;la nature
1367;femme;50-59ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;prof;ecolo_non;collectif;Ville;rev3;Jura_Alpes;quelque chose de naturel et d'armonieux
3964;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;Supérieur;ecolo_oui;individuel;Rural;rev3;Bretagne;calme, nature
3692;femme;30-39ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;prof;ecolo_oui;collectif;Ville;rev3;Mediterrannée;la nature, l'espace
4350;homme;30-39ans;Seul;Relig_regul;sansEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Bourg;rev2;Bretagne;nature, écologie, déchets, ministre, pollution
3274;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;Supérieur;ecolo_oui;individuel;Rural;rev4;Jura_Alpes;nature, air pur, propreté
77;femme;40-49ans;Seul;Relig_regul;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev4;Seine;le cadre de vie
987;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Bac;ecolo_non;individuel;PTGV;rev2;Mediterrannée;le bien être
3873;femme;50-59ans;En_couple;Relig_regul;avecEnfant;inactif;inactif;Cep;ecolo_oui;individuel;Bourg;rev2;Nord;la nature, la flore, la faune, ce qu'il y a autour de nous
3794;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev3;Nord;la nature, la pollution
2905;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_non;collectif;Ville;rev3;S_BassinParis;lieu de vie en bien ou mal, nature, qualité de vie
4803;femme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;enseig_etud;Bac;ecolo_non;individuel;Bourg;RevNSP;Seine;la nature, les animaux, les problèmes actuels de pollution, le monde qui évolue vers l'écologie, la terre en danger, conscience de l'homme de son erreur au niveau du progrès
2401;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_non;individuel;Bourg;rev3;S_Ouest;voisinage, nature, verdure
3462;homme;50-59ans;Seul;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;individuel;Rural;rev2;Jura_Alpes;cadre de vie, la possibilité de vivre sur la terre et de la terre, conditions climatiques
2062;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Bourg;rev3;Seine;mon entourage, ma vie professionnelle, ma vie familiale
1485;femme;50-59ans;Seul;Relig_regul;avecEnfant;actif;employe;prof;ecolo_non;individuel;PTGV;rev2;Jura_Alpes;cadre de vie
3370;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;milieu où l'on vit
2781;homme;30-39ans;Seul;Relig_occas;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;GV;rev3;Bretagne;un argument politique de plus
1545;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;NOdip;ecolo_oui;individuel;Bourg;rev3;Nord;des lieux agréables où il fait bon vivre
3395;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Rural;rev3;Jura_Alpes;cadre de vie
1519;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;NOdip;ecolo_oui;individuel;Bourg;rev3;Nord;nature
3744;femme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rurv;RevNSP;Centre;calme, la nature
4832;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Rurv;rev3;Seine;gaspillage te mauvaise gestion, problème des ordures, remenbrement qui a difiguré le paysage
1817;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;NOdip;ecolo_oui;individuel;Ville;rev2;Nord;l'entourage de notre vie familiale
1087;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;individuel;Ville;rev3;Mediterrannée;l'espace, naturel, les arbres
3326;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;agricult;Cep;ecolo_oui;individuel;Rural;rev2;Jura_Alpes;un peu tout, la nature, ne pas détruire la nature, respecter la nature
3535;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rurv;rev3;Jura_Alpes;c'est ce qui entoure mon logement
890;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Ville;rev3;Mediterrannée;nature, pollution, béton
1895;homme;40-49ans;Seul;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_oui;individuel;Ville;rev1;Nord;le lieu où vous résidez, les gens que vous fréquentez
4440;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;RevNSP;Bretagne;la campagne, tout ce qui nous entoure, les voisins
1980;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;ouvrier;Be;ecolo_oui;collectif;Ville;rev3;Nord;tout ce qui se trouve devant nous et derrière la fenêtre
3785;femme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Bac;ecolo_non;individuel;Bourg;rev2;S_BassinParis;nature
3270;homme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Bac;ecolo_non;individuel;Rurv;rev3;Jura_Alpes;nature, écolos, chez moi
4112;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rural;rev2;Bretagne;le coin où on est, si le paysage nous plait, notre entourage
4569;femme;60ans+;Seul;Relig_occas;sansEnfant;actif;employe;prof;ecolo_oui;individuel;Bourg;rev2;Bretagne;nature, plein air, proximité d'où on habite, l'extérieur, l'esthétique
1328;femme;30-39ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Be;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;l'espace, la liberté, le grand air
598;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Ville;rev3;Seine;lieu de vie, espaces de vie, nature
1330;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Supérieur;ecolo_non;individuel;Bourg;rev4;Jura_Alpes;tout ce qui nous entoure, ma maison, la nature, les gens
4279;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev4;Bretagne;nature, cadre de vie, oiseaux
1244;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Rurv;rev3;Jura_Alpes;être bien, vivre dans la nature, être à la campagne un peu isolé
2217;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Rurv;rev3;S_Ouest;l'endroit où on vit, tout ce qui est autour de nous, la nature, la pollution
4068;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev4;Bretagne;nature, mont saint michel, les gens
1152;femme;50-59ans;En_couple;Relig_regul;avecEnfant;inactif;inactif;prof;ecolo_non;individuel;PGV;rev3;Jura_Alpes;tout ce qui est autour de moi, le cadre de vie, le milieu de travail, la vie quotidienne
5884;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Bac;ecolo_oui;individuel;Bourg;rev2;S_BassinParis;c'est la nature qui m'entoure
770;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;Bac;ecolo_oui;collectif;Ville;RevNSP;Mediterrannée;ce qui m'entoure, le mode de vie citadin ou de la campagne
4370;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev3;Bretagne;pein air
459;femme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;PTGV;rev3;Seine;une couleur : le vert, le ministère
2301;homme;60ans+;En_couple;Relig_regul;avecEnfant;actif;ouvrier;Cep;ecolo_oui;collectif;TGV;RevNSP;S_Ouest;les points verts, pas trop debruit, le moins de roulage possible
1848;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;NOdip;ecolo_oui;individuel;Ville;rev2;Nord;le coin où j'habite
3065;femme;30-39ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;prof;ecolo_oui;individuel;Bourg;rev3;Seine;lieu de résidence
5262;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;commerc;Supérieur;ecolo_non;individuel;Bourg;rev4;S_Ouest;forêt
5418;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev3;Nord;alentours de la maison et du village
5747;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rurv;rev4;Centre;nature
2592;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Ville;rev2;Bretagne;la belle nature
4093;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Rural;rev3;Bretagne;qualité de vie, la nature, la pollution
406;homme;30-39ans;En_couple;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev3;Seine;la nature
5823;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Bourg;rev4;S_BassinParis;ce qui fait le cadre de vie
1170;homme;20-29ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;Bac;ecolo_non;individuel;Bourg;rev4;Jura_Alpes;c'est un lieu de vie, c'est ce qui permet à l'homme de subsister
4284;femme;40-49ans;En_couple;Relig_regul;avecEnfant;inactif;inactif;Supérieur;ecolo_oui;individuel;Bourg;RevNSP;Bretagne;ce qu'il y a autour de nous
2059;homme;60ans+;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Ville;rev2;Seine;tonic, ville, campagne, vie
3523;homme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rurv;rev3;Jura_Alpes;ce que l'on voit dehors, la nature, les prairies, les champs cultivés, les bois, les montagnes, les lacs
673;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Be;ecolo_non;collectif;GV;rev3;Seine;tout ce qui est à l'extérieur de chez mon
1430;homme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Cep;ecolo_oui;collectif;TGV;rev3;Jura_Alpes;tout ce qui nous entoure
2244;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Bac;ecolo_oui;collectif;Ville;rev2;S_Ouest;la nature, le cadre de vie, l'écologie, la propreté
1951;homme;20-29ans;En_couple;Rrelig_non;sansEnfant;chomeur;inactif;Supérieur;ecolo_oui;collectif;Ville;rev2;Nord;le lieu, la région où on vit, la nature
4547;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rurv;rev3;Bretagne;propreté, village propre, environnement agréable
2316;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;inactif;Supérieur;ecolo_non;collectif;Ville;rev4;S_Ouest;entourage, nature
4294;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev2;Bretagne;habitations, cadre de vie, autour de chez moi
2757;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Rural;rev2;Bretagne;la compagnie
3907;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev3;Bretagne;nature, liberté, beauté
5273;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Be;ecolo_oui;individuel;Rural;rev3;S_Ouest;la tranquillité, pas de grands immeubles autour, pas être vu aux yeux de tous
5059;homme;40-49ans;Seul;Relig_occas;sansEnfant;inactif;inactif;Cep;ecolo_oui;individuel;Rurv;rev2;S_Ouest;agrément de vie
5087;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;NOdip;ecolo_non;individuel;Bourg;rev2;S_Ouest;tout ce qui nous entoure
2497;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Rural;rev2;Centre;la nature, tout ce qui est autour de moi
3028;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Bourg;rev3;Seine;la protection de la nature
2584;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_oui;collectif;GV;rev2;Bretagne;les gens qui nous côtoient, calme, bruyant, odeurs, les voisins
1076;homme;40-49ans;Seul;Rrelig_non;sansEnfant;actif;prof_interm;Bac;ecolo_non;collectif;GV;rev3;Mediterrannée;cadre dans lequel on évolue, nature
4380;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Supérieur;ecolo_non;individuel;Bourg;rev3;Bretagne;nature, tranquillité
3145;homme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_non;individuel;Bourg;rev2;Mediterrannée;la région, ce qui est autour
4360;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;NOdip;ecolo_oui;individuel;Bourg;rev2;Bretagne;ce qui se passe dans une commune, les cultures, la nature
2783;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Bac;ecolo_non;individuel;GV;rev3;Bretagne;la nature, l'écologie, le bien être
